path	translation	hypothesis
en.20090422.60.3-487.wav	Mr President, we have been debating urban transport in the EU for a very long time. Why exactly? We are not even competent for it. Competence was originally devised because about 80% of the population live in towns and, due to climate change, we now want to take this on. Fortunately, thanks to our protests, we were able to reduce these ambitions on the part of the European Commission to an action plan on urban transport. My thanks to Commissioner Tajani for his insight. means to support rather than to prescribe, but of course, as an Italian, he knows that better than I, as a German with A-level Latin. What is important to me, first and foremost, is that our report, Parliament ’ s report should highlight strict compliance with the principles of subsidiarity and proportionality. Legislative measures at European level are inadmissible for urban traffic. Supportive measures are what we are here for. Brainstorming and encouraging the exchange of best practices make sense. We do not all need to reinvent the bicycle. Our towns need bespoke solutions, but they can only be worked out by local players, because only they know what is needed. Municipalities need to take account of very diverse situations and they therefore need sufficient room for manoeuvre, especially if they are to keep their high streets alive. They are important to the attractiveness of a town. It is therefore important not to exclude private cars and to focus more on logistics in the town. I should therefore like to see more support for research into inner-city retail logistics. That would take some of the strain off a city. It is also important to take account of demographic change. Our society is constantly ageing. Mobility requirements and residential requirements are changing. If we want to reduce traffic, people need to be able to obtain their everyday requirements close to home, and that is also a challenge to the retail trade. Anything else would simply promote the countryside. We do not need an urban mobility observatory. It would cost a great deal of money and generate a great deal of paper, which would simply be filed away in Brussels.	
en.20090422.61.3-504.wav	Madam President, I unconditionally support the Commission ’ s aim of creating a legal framework for the coordinated introduction and use of intelligent transport systems in the field of road transport. My personal long-standing fight for the mass introduction of eCall, the electronic emergency callout system, brings the urgency of this home to me almost daily, and intelligent transport systems can do so much more. They contribute towards environmental sustainability, improved efficiency, enhanced safety and non-discriminatory competitiveness in road passenger and freight traffic. They also support co-modality, including by developing interfaces with other modes of transport such as rail, waterways and aviation, which started to incorporate intelligent transport systems a long time ago. All this cannot be achieved by the Member States alone; it can only be achieved as a Community task. Intelligent transport systems based on EU-wide compulsory minimum underlying standards and specifications improve the environment for innovation and create planning security, especially for small and medium-sized enterprises. I welcome in particular the planned open, vehicle-integrated platform for intelligent transport system services. The action plan at last includes a timetable for the introduction of individual systems a) for safety in road transport, such as ESP and eCall, b) for continuity in traffic management; for example, information on congestion charges or parking management reduces the number of cars driving round looking for a parking place, c) to use road, traffic and travel data in real time, which will be an asset both to professional lorry drivers and everyone else using the roads. The directive sets out detailed requirements for the compulsory and coordinated introduction of standard intelligent transport systems throughout the EU and their application in the Member States. It also safeguards the use of personal data. But beware, the introduction of intelligent transport systems will cost a lot of money, because infrastructures and vehicles will need to be fitted with the necessary information and communications technology. We still know too little about whether potential users are willing or able to pay.	
en.20090423.5.4-097.wav	. Mr President, ladies and gentlemen, it goes without saying that we support helping people with rare diseases. That said, Amendment 15 is completely unacceptable from an ethical point of view. There must never again be a debate in Europe about whose life is worth living and whose not. There must be no political and social pressure on parents in Europe to consciously decide against having a disabled child. The selection of embryos would represent an opening of the ethical floodgates. For that reason we must reject this amendment. It is not enough just to remove the word ‘ eradicate ’, which is actually, it is sad to say, in line with fascist language use. Doing so would mean that we would still be faced with the selection of embryos. It would be insufferable if this amendment and its idea of selecting embryos were to become a stepping stone to a new ethics in Europe. We must stand up resolutely against genetic discrimination. Amendment 15 must therefore be rejected in its entirety. Otherwise, our group will, unfortunately, be forced to come out against this report even though the rest of it is highly positive.	
en.20090423.58.4-235.wav	Mr President, for the first time since becoming a Member of this House, I voted in the vote on discharge against discharge of the Commission and I should like to explain my reasons: my basic concern is the manner in which the European Commission handled the accession of the two new countries, namely Romania and Bulgaria. We have a great many problems to contend with in Romania and Bulgaria, with widespread corruption, with a lot of money, a lot of European money that has gone missing. The European Commission did not start freezing this money until 2008. We lost a great deal of money in 2007 and now have to contend with control systems which are barely even there or control systems which only function intermittently. In Romania we have extensive corruption and problems with the judiciary to contend with. All this has to be blamed on the pre-accession process. I want to give a sign, to say to the European Commission that, in future, it must deal with accessions differently and to also say to it that, had it been observed in other countries in the past, it could be progressing much more successfully now had it wanted to. I should like to call on the Commission to help both countries put financial control systems in place that are worthy to be called as much and to help rectify the systemic weaknesses in these two countries. Otherwise we shall have a permanent problem here, a permanent pain in the neck for the whole of Europe.	
en.20090424.13.5-109.wav	Madam President, I would like to draw your attention to the fact that behind me, among the far-right radicals, there are people who are not Members, and as far as I can see, they are also using the voting cards.	
en.20090424.4.5-037.wav	Madam President, Commissioner, ladies and gentlemen, I very much welcome the draft report by Mr Schnellhardt and would like to thank him for his fine work. After the numerous crises in recent years in connection with products of animal origin that pose a risk to human and animal health, a comprehensive statutory regulation is essential. A revision of the current regulation was necessary. Now, as before, we need to ensure a high degree of safety. Although we essentially support the report, there are a few points which give me cause for concern. Many points in the regulation have been made less stringent and thus make trade in animal by-products somewhat easier. Let me give some examples of what I am talking about. It is permitted to use certain Category 1 material in pet food. Category 2 or 3 material may, irrespective of the risk associated with it, be disposed of more easily, under official supervision, if there are only small quantities of waste per week. The risk associated with animal by-products of any category is only partly determined by its quantity. It remains the case that it is the European Commission that will enact the implementing regulation and, like its predecessor, the draft contains a lot of authorisations for the Commission. This means that the Commission can lay down comprehensive and fundamental regulations for handling animal by-products in the comitology procedure, with the result that Parliament – as is unfortunately often the case – is excluded.	
en.20090424.6.5-062.wav	Mr President, Commissioner, ladies and gentlemen, Afghanistan has had a difficult history. I believe that families in particular stick together very strongly in that country and that the woman of the family has an important role. It is therefore very important above all to promote economic development and in particular support for small and medium-sized enterprises. Of course, a modern infrastructure is also needed to enable the country to develop better. I believe that it is precisely infrastructure projects that could help to create a greater understanding for one another in this country and that also through the agency of information and communications technology a different world view could slowly develop there, whilst fully retaining the country ’ s identity.	
en.20090504.23.1-209.wav	. Mr President, marine pollution is only the focus of interest when there has been a dramatic accident. Then there are serious debates about the threats to our oceans from this ongoing pollution. Unfortunately, the subject is always largely ignored in the interim. We must take seriously the constant and repeated violations of the law which make just as significant and just as dramatic a contribution to the threat not only to our oceans but also to our coastlines. I would like to thank my fellow Members with whom we were able to discuss the issue for taking a consistent approach to the protection of our oceans. I come from a landlocked country, but nevertheless, as a European, I feel responsible for protecting our oceans against ongoing pollution caused by cheap business interests and for integrating the principles of the third maritime package, which is urgently needed, as the Committee on Legal Affairs has proposed.	
en.20090506.37.3-305.wav	Madam President, ladies and gentlemen, I, too, should like to congratulate the rapporteur, Mr Obiols i Germà, on his very good report. Things look very bad for respect for human rights in many countries worldwide. This is also of relevance for Europe – when we think of Belarus for instance. The European Union must therefore redouble its efforts by implementing its human rights policy in all areas and by setting clear standards. It is our understanding that human rights are indivisible. This can be taken into consideration for example during the negotiations for a new agreement with Russia through a binding human rights clause, which will influence all areas of the negotiations. I should also like to suggest once again that the Subcommittee on Human Rights be made a standing committee.	
en.20090506.37.3-307.wav	Madam President, the Group of the European People ’ s Party (Christian Democrats) and European Democrats calls on the Government and the Communist Party of China to conduct the upcoming human rights dialogue in a constructive manner. This would significantly ease relations between the EU and China. We have a genuine interest in improving bilateral relations. However, this dialogue must be conducted honestly. We will therefore have to uphold our legitimate demands on China. In our view, the civil rights campaigner, Hu Jia, must be released immediately. Talks with the Dalai Lama, the religious leader of the Tibetans, must be resumed. The Chinese region of Tibet must be opened up to journalists and UN human rights experts. In my opinion, the People ’ s Republic of China demonstrated in the run-up to the Olympic Games that it could, for example, grant more press freedom while preserving the stability of the country. Now, it should have the courage to initiate reforms relating to re ­ education camps, the rights of defendants, the death penalty, religious freedom and freedom of assembly. It should genuinely tackle these human rights and hold talks with us.	
en.20090506.41.3-443.wav	Mr President, Vice-President, President Klaus reacted to today ’ s decision in the Czech Senate, which we sincerely welcome and on which I offer my hearty congratulations, by, amongst other things, claiming that the Treaty of Lisbon was dead, because it had been rejected in the Irish referendum. He is a political zombie launching an attack against the majority decisions of his own Parliament and the Senate and confirming his unfortunate and sectarian attitude in other policy areas as well. Fortunately, after the positive votes, he is merely making himself look very silly. We, the Greens, have a positive and constructive attitude towards the process of European integration, with critical comments, of course, where necessary. Once again, my warmest thanks to the Czech Senate, the Czech Parliament and the Czech Government.	
en.20090715.10.3-144.wav	Mr President, President-in-Office of the Council, ladies and gentlemen, last week – to my great pleasure as a new Member – in a meeting of the Foreign Policy Committee we heard a talk by Mr Makhmalbaf, an Iranian film director, who told us very plainly that before this election Iran had 20% democracy, but after the election, which in his opinion was a sham, there was absolutely no democracy left. I also agree with this description – it most certainly was a sham election, which, with large-scale electoral fraud, robbed the majority of Iranian people, who had called for change, of this right. President-in-Office of the Council there is one thing in particular that interests me: in the middle of August the inauguration of the ‘ re-elected ’ Mr Ahmadinejad will take place. What is currently being discussed in the Council and also in the Member States? Will the European Union and the Member States be officially represented at this inauguration? I certainly hope not, as I do not think that there should be any official representation of the European Union or the Member States after this election sham, and as much as I would advocate further dialogue, no one should officially represent the European Union at this inauguration. What is your position on this? How is it currently being dealt with?	
en.20090915.18.2-175.wav	Mr President, the depth of the crisis in Europe was caused not simply by unethical behaviour on the financial markets, Mr Barroso. Other causes include growing social inequality, dangerous macro-economic imbalances between the Member States, which led to a lack of solidarity, and Europe ’ s dependency on rising resource prices. The citizens of Europe deserve a Commission which repeatedly puts these deeper causes back on the agenda instead of turning them into taboos, instead of doing the opposite and instead of shifting the responsibility on to the Member States. We need properly coordinated economic and fiscal policies in Europe. We need collaboration on tax in Europe, which will put an end to tax dumping. Only then will it be possible to stop the spread of social divisions and to finance the environmentally friendly investments that are needed. We need a policy which consistently promotes green technologies and lifestyles in order to bring about a rapid reduction in the EU ’ s dependence on finite resources. This will represent a green environmental revolution. I cannot find any of these things in your programme, Mr Barroso, which is why I cannot vote for you.	
en.20090915.18.2-180.wav	Mr President, we need a revolution in democracy. Mr Barroso, just imagine you were to stand for election in Europe, just you and no other candidate. What percentage of the votes would you receive? What would the citizens do? They would probably have listened to you today and seen that you promised everything to everyone. Hopefully, they would also find out what you did five years ago. That was when you promised most people a very great deal. It is a question of comparing what you promised then with what you are promising now and with what can be expected. I believe that is very, very little. You represent the old Europe, the botched Europe, the contribution to the financial crisis, as a result of the failure on the part of the Commission, the lack of commitment to climate issues, and so on and so forth. I would be on the side of the majority of European citizens, because I believe that you would not get more than 10 or 12 or 15% of the votes.	
en.20091111.12.3-028.wav	Mr President, I would like to speak in favour of retaining the new proposal, because, at the end of the day, it is clear that the negotiations in Honduras have failed. There is no joint proposal for this election. The election is illegitimate, because the incumbent president came to power as a result of a. I therefore urge this House to agree to the suggestion from the Bureau to remove the elections.	
en.20091111.13.3-044.wav	Mr President, democracy needs a revolution, and it is never wrong, Mr Dartmouth, to speak out in favour of transparency, Mr Verhofstadt. You in particular, in the Swedish Presidency, could be a shining example of this and actually tell us what is going on in the horse trading for the top posts that is completely unworthy of the European Project and also – Mr Barroso could lead the way on this – with regard to the appointment of the commissioners. Germany and Austria are a poor example in this regard, but so, unfortunately, are others. There are qualified people sitting in this Chamber, but they have no chance of being accepted. Please, now that the Treaty of Lisbon has been adopted, be courageous and honest and admit that we need much clearer, transparent decision-making structures for the Commission and for the top posts. With so much expertise, it has to be possible to find good people in the European Parliament rather than gathering them from some province or other.	
en.20091111.21.3-265.wav	Mr President, the topic we are debating this evening has already been on the European Parliament ’ s agenda many times. It is well-known that, in its granting of aid, the Commission is guided by the conditions of the International Monetary Fund. That has been said a couple of times already. Against this background, questions have repeatedly been put to the Commission by the European Parliament. In November 2008, the European Parliament called on the Commission to present an analysis of the effects of the behaviour of banks that, at that time, had transferred their assets out of those Member States that had recently acceded to the EU. On 24 April of this year, the European Parliament repeated this request. It also requested to be brought up to speed about the declarations of intent between the Commission and the Member States receiving aid in which the conditions for the aid are laid out in detail. As far as I know, there has, as yet, been no response to these requests. Thus, my first question is this: is it correct that these requests have, as yet, not been answered? If so, then my second question is: why have these requests not yet been answered? My third question is therefore: when can we expect an answer to these requests?	
en.20091124.32.2-297.wav	Mr President, ladies and gentlemen, the Confederal Group of the European United Left – Nordic Green Left will not be giving the resolution its backing. The Stockholm Programme completely fails to address the real challenges of the present day. Its main error is that a Europe of rights is being created to which EU citizens will be granted access but others who live in Europe will not. These other people will not be entitled to the same human and civil rights. The EU wants to accede to the European Convention on Human Rights – something that we welcome – yet, at the same time, migrants are to be separated out according to the ‘ legal or illegal ’ principle. Frontex is therefore being tooled up to wage war on so-called illegal migration, completely obscuring the idea of an unprejudiced immigration policy from view. This is where Stockholm fails. Another problem is the complete imbalance between freedom and security. It is true that there is no freedom without security, but it is also the case that there is no security without freedom. Freedom is not something to be negotiated, it is a universal right for every human being. Stockholm, in contrast, symbolises the EU ’ s manic lust for security, in which giant supranational databases are to be created without adequate opportunities for control, which will then mix intelligence service and police data on a pan-European basis. This will mean the shredding of people ’ s right to self-determination in relation to their data and that the vision of a see-through human being will actually be the reality. Allow me, as an MEP from eastern Germany, to conclude by observing that I find it insufferable, 20 years after the fall of the Berlin Wall, that Europe is coming more and more to resemble a fortress.	
en.20091124.38.2-483.wav	Mr President, Commissioner, you are right, the railway system is a very safe system when compared to other forms of transport. Alongside many positive elements, however, liberalisation has also brought with it a degree of poorer safety in the form of the fragmentation of individual companies, the separation of infrastructure and operations, the outsourcing of maintenance work and the leasing of materials and staff. In my opinion, it must be ensured that the national safety authorities issue their safety certificates and authorisations in accordance with what is laid down by the European Railway Agency (ERA). Are there adequate controls? Is it ensured, for example, that the training of the staff, the certifications and the working conditions are properly monitored? What is the situation, in this regard, with respect to the introduction of a standardised Community certification? What is the situation with regard to the European train driver ’ s licence? The efforts with regard to the European Rail Traffic Management System (ERTMS) must also be redoubled. The recent implementation plan that you referred to must be binding and must not be delayed due to financial or national considerations. The efforts relating to the introduction of the Technical Specifications for Interoperability (TSI) must be continued and extended. This would represent huge progress, particularly in terms of the standardisation of materials, and would provide a higher degree of safety in relation to material maintenance. Many of the most recent railway accidents and near-misses have been due to maintenance failings. The intensity, in particular, is being neglected on cost grounds, and maintenance intervals are being lengthened. What is the situation with regard to a Europe-wide certification system for maintenance works? I believe that everything possible must be done to prevent each individual Member State from turning back to its old rules and acting independently and in diverging ways. The border crossings between the individual Member States, in particular, represent a safety risk. How does the Commission intend to overcome this problem in the short term? I would also like to ask you to ensure that, when you make your evaluation, you do not forget the social aspects – they need to be taken into account.	
en.20091126.3.4-030.wav	We need a revolution in democracy! Mr President, Commissioner, welcome to the new world of the Treaty of Lisbon. This represents an opportunity for you. For 11 years, I have been following your reports in this House, and before that as a journalist, and when it comes down to it, they are all very similar. However, now you have the opportunity to look to the future. Make use of the professional competence of this House – we are not gathered here today just by chance in this Chamber; I can see Mr Søndergaard and Mr Chatzimarkakis, Mr Staes and on our side, my fellow-combatant Mr Ehrenhauser – and restructure the work of the Court of Auditors. Take a look at what works elsewhere, for example in Germany, where it is possible to evaluate the cost-effectiveness and meaningfulness of expenditure, and in Austria, and develop a concept, perhaps as part of an initiative report from Parliament, which describes how the things that you do can be done much better, so that you can genuinely fulfil your obligations.	
en.20091214.16.1-124.wav	Mr President, we need a revolution in democracy. I recall very clearly that the debates that we are hearing today started ten years ago in this House. I would appeal to you, Commissioner, to take particular account of what Mr Désir has said, but also of what the Group of the Greens / European Free Alliance and some of the Members on the left have said. Do you not see that, with the approach with which the European Union has entered the negotiations, we cannot, as honest brokers, overcome the imbalance in relation to what we are currently seeing in Copenhagen, and that in reality, we need a new approach? In much of what they are doing today, the developing countries are no longer developing countries. They are emerging economies, industrialised countries and very self-aware. If we, in Europe, do not succeed in daring to start anew with fair requirements, then we will end up exactly where we do not want to be, namely with protectionism and with a repeat of 1933 and subsequent years in Europe.	
en.20091214.17.1-147.wav	Madam President, I would like to use the blue card simply to rectify one point. The support in Austria is not being granted to just one person.	
en.20091214.18.1-168.wav	Madam President, ladies and gentlemen, a microfinance instrument for the unemployed, those at risk of becoming unemployed and, above all, for people who do not have access to normal credit markets, is evidence of good intentions and is, in principle, something that our group supports. However, what the Commission and the Council have so far achieved in this process is quite simply inadequate and, in some respects, wrong, and our group is not able to support it. Our first criticism relates to the question of total appropriation. What is on the table in terms of total appropriation is not appropriate for a programme for combating unemployment and can hardly be termed a microfinance programme – at best, it is a nanofinance programme! Secondly, we are, as a matter of principle, opposed to these types of conjuring tricks which do not have the slightest effect and which are financed at the expense of other programmes and therefore simply fizzle out. Thirdly, we are of the opinion that mentoring and coaching are absolutely essential in order for such a programme to succeed and be sustainable. Many new business start-ups fail, in particular, in the microfinance sector, and so this must be accounted for within the programme. Fourthly, it must be ensured that social security payments in the Member States are not cancelled if someone takes advantage of this programme, otherwise it will have no effect. Unemployment cannot be lastingly combated in this way. In this form, we will reject this programme.	
en.20091216.14.3-166.wav	Madam President, today, after eight years, we all essentially know that the previous Afghanistan strategy based on military force has failed. The imbalance between military operations, on the one hand, and the insufficient resources for civil purposes, on the other, is directly preventing any improvement in the living conditions in Afghanistan. Thus, the most important message from the Confederal Group of the European United Left – Nordic Green Left is that we need a radical change of strategy. We need a radical change of strategy away from the military and, above all, towards a more people-centred strategy. Forty percent of Afghans are unemployed and more than half of them live in utter poverty without any health care or adequate education. The focus must be placed on the social issue, and that is what I expect from the Council, the Commission and all the actors involved here. This, of course, includes increasing good governance, strengthening agriculture and integrating former Taliban fighters. However, I say this to you most sincerely: if we only go half way to doing this and once again rely on military force, we will squander our chances. Time is running out!	
en.20091216.17.3-261.wav	My question is this: would it not be sensible to prevent unemployment in the first place? Do you see any public jobs that could be given to the unemployed? In particular, how could we boost small and medium-sized enterprises so that new ones are started up? Are there opportunities here to apply cross-border methods and best practices to create more new companies?	
en.20091216.3.3-044.wav	Mr President, we need a revolution in democracy. That fact that I admire so many Swedish traditions made me all the more disappointed by the overall balance sheet of their activities. Unfortunately, it was not a presidency of the people, but rather a presidency of the Council and also a large-scale investor presidency in the style of Mrs Wallström rather than that of Mrs Malmström. Mrs Malmström, I remember you well from the time you were an MEP here. During this presidency, you have been a rather different person. I very much hope that when you return, you will pick up where you left off when you were here, namely being inspired by the parliamentary system. Why did you adopt SWIFT at such a late stage? Why do we now have a kind of executive board at EU level – this being one of the objectives of the Swedes, of all people, with their transparency? Please use your future to return to your roots.	
en.20091217.3.4-046.wav	Mr President, this is a central debate about the character of the European Union. The choice is between the market and social policy. The Commission ’ s current ideas about the future of the cohesion policy are unacceptable. The structural funds must be strengthened and not weakened. Europe must do more and not less to overcome economic and social differences in development. I would like to say quite openly that the renationalisation even of parts of the current cohesion policy would have a serious impact on disadvantaged regions, including those in Germany and, in particular, eastern Germany. After the last phase of enlargement of the European Union, the differences between the regions in the Union have increased. In addition, it is important to me that, in particular, socio-economic requirements in the regions which are just above the eligibility threshold of 75% of the EU average GDP per head are recognised. The sudden removal of subsidies after 2013 would be devastating for these regions. Of course, it is extremely important for specific subsidies for towns to be increased by the European Union, as this is where the major potential for the economy and finance lies, because the towns have been particularly hard hit by the crisis. I would like to say one last word about the border regions. As a Member of Parliament from eastern Germany, I know that we need to invest and achieve a great deal there. I am very concerned that the Commission will fail us in this respect.	
en.20091217.3.4-057.wav	Mr President, the regional structural funding is an important tool for European integration and the Objective 2 funding in particular has, in the past, been seen as an engine for local structural and economic development by the people in many regions. It is an important means of managing structural change in the regions and in local authority areas. This allows citizens to experience Europe at first hand, because the funding has a local impact. However, we need simpler, clearer and more transparent structures and better controls in the cohesion funds, so that the money is used sustainably and efficiently. Cohesion, or the convergence of social and economic development, is a major objective of the EU and, therefore, it is important that this instrument is strengthened rather than weakened in future. The cohesion policy in Europe needs more clarity, more transparency and more efficiency. The individual Member States must also take more responsibility in this area. This is why it is important to retain the system of additionality in funding. We do not want structural funding to be renationalised. Therefore, I would like to ask the Commission to meet these requirements in the funding criteria for 2013.	
en.20091217.4.4-080.wav	Mr President, ladies and gentlemen, I would like to raise two points of order and I would like to be able to raise them one after another. Firstly, I have a request for the entire House. It refers to an urgent matter which we will be discussing this afternoon. This is the case of Aminatou Haidar. We have an urgent matter on the agenda this afternoon. I would ask my fellow Members to put their trust in me with regard to the following process. Some Members who have been closely involved with this case know – and I cannot give any more details at this point, but I am one of those who knows – that we will have a solution for this case during the course of the day. Prominent government representatives from the EU are working to achieve a positive solution. Therefore, it would be sensible to remove this urgent matter from the agenda this afternoon, because any further debate would only hinder the work which is being done through diplomatic channels. This is why I am asking the House to agree that in this exceptional case, we should remove this urgent matter from the agenda, because this will be of greater help in resolving the case than debating it would be. That was my first request, Mr President. The second request will follow immediately.	
en.20100119.6.2-096.wav	Madam President, it seems to me to be a little symptomatic for the EU in general, but also for Parliament in particular, that we should have knee-jerk debates about situations in certain countries that are in no way new. Unfortunately, it is very often the case that overnight events lead to us here in Parliament spouting out waves of political demands that I sometimes find somewhat dubious. I think that it does not give a good impression of us if a failed bomb attack on an aeroplane only leads us to a general debate on Yemen. We should be clear that it would be fitting to consider a strategy for how to deal with this situation. I also think that the situation in Yemen requires a precise analysis, specifically with regard to the fact that this is a failed state in which the government does not have control of large parts of the country We should analyse for ourselves what risks this involves for Europe. The risks appear to be that terrorists are trained there and the risks also appear to relate to the Yemeni coast, where piracy is clearly taking place. We – and perhaps Baroness Ashton, also – must consider what we can do to counter these risks. As I see it, the main question might well be: how can we bolster the Yemeni Government so that it can regain control of the country and thus contain these risks? All the other debates about the long-term building-up of the country also need to be held, of course, but I do not think that there is really any point in us putting forward a catalogue of demands clean across all political areas – from the freedom of the media to women ’ s rights – here in Parliament at this point, or that we will be taken seriously if we do so. Doing so will not achieve our goal in Yemen, so instead, we should concentrate on what tangible assistance we can provide in the current situation in order to solve an urgent problem.	
en.20100121.6.4-085.wav	Mr President, ladies and gentlemen, the massacre on 23 November of last year in the Province of Maguindanao in the Philippines was a black day for human rights and a barbaric act of terrorism. Fifty seven people were killed, women were raped, people were injured – they convey a bloody message. As a journalist, it struck me, in particular, that there were 30 journalists among those killed. According to the renowned International Crisis Group, in no other case on record have more journalists ever been murdered at one time. For this reason, it is appropriate for the European Parliament to make a clear statement, as we are doing today in this draft resolution. However, as the Group of the European People ’ s Party (Christian Democrats), we request that the present text be toned down in three places through a split vote, because we ought to support the Philippine Government in its fight against terrorism and violence and therefore dispense with overly accusatory remarks directed at the government. Therefore, on behalf of the PPE Group, I request a separate vote on recital F. This accuses the Philippines of showing all the signs of a non-functional legal system. In paragraph 2, we would like to delete the insinuation about what are referred to as initial delays in the investigation. Finally, in paragraph 6, it is claimed that some missing persons are locked away in Philippine prisons. This, too, is currently an unproven insinuation and should, in our opinion, be deleted.	
en.20100224.12.3-024.wav	Mr President, ladies and gentlemen, I think it is good that the Group of the Progressive Alliance of Socialists and Democrats in the European Parliament are looking at this in detail. However, I would like to say that Parliament adopted a resolution almost unanimously in December 2008 in which we called on the European Commission to submit precisely the sort of proposal that we are now discussing. Parliament must also stick to what it has itself decided and what has been the declared intention of this House for years. Because it is only natural for there to be concerns about one thing or another in connection with any legislative proposal, we have resolved the open questions by means of a compromise in the Committee on Legal Affairs. I should make it clear that this compromise is ready for approval. Nevertheless, I do understand that it might make sense to enlarge the group that are in support of this report a bit more. If the efforts of Mr Schulz are aimed at increasing the number of supporters, then I have nothing against a postponement until the next plenary sitting in March. That is my personal opinion on the matter. It is not the opinion of the group, which expressly decided otherwise this morning. However, I think we should give the Socialists a chance to reach a conclusion so that they too can do something to help reduce bureaucracy and the burden on small and medium-sized enterprises.	
en.20100309.21.2-232.wav	I understand. Mr Almunia was the competent Commissioner. However, I was asking about interventions on your part, so could you just tell us once again what you did yourself? Have I understood you correctly, Mr Barroso, that the blame for the Greek crisis lies with the Member States, because they refused to follow your proposals? Could you please tell us which Heads of Government of which Member States we are talking about?	
en.20100309.22.2-308.wav	I wish you a very warm welcome to this House. The loss of confidence in Copenhagen was, in my opinion, one of the major problems. This could theoretically continue worldwide, but also within the European Union. My question to you is as follows. What is happening with the instruments that we adopted last year? The Emissions Trading Scheme (ETS) is of concern to me, because I am not entirely sure what the Commission is currently doing in light of the decision in Copenhagen, for example, with regard to benchmarks, but also to carbon leakage. My second question is as follows. The French Government has put forward a proposal to incorporate importers from developing countries into the ETS system in order to make the market bigger and to allow these countries to participate in this system. Do you have an opinion on this?	
en.20100310.22.3-349.wav	Madam President, it is a question of us, as the European Union, following a clear strategy and preventing a gold or gemstone rush. Europe must actively involve itself here. Europe, as a partner, can show strength here by speaking with one voice. This relates to shipping on and below the water, fisheries, resources in the form of primary energy carriers and raw materials. In this connection, we need stable and dependable treaties with the other partners in the Arctic. We need cooperation, not confrontation. We need dialogue in the field of environmental protection in order to conserve natural resources and nature. We need dialogue in the field of animal protection in order to conserve the biodiversity, and we need protection and respect for the local inhabitants and their human rights. If we can implement positive resource management together with our partners in the Arctic, we will have the opportunity to take new political roads here, and it will also be a first acid test for our common foreign policy – a chance to prove that we, as Europeans, can indeed pursue objectives together.	
en.20100324.19.3-282.wav	Madam President, Commissioner, ladies and gentlemen, the G20 summit in Pittsburgh provided a good model. It demanded economic recovery plans in order to promote decent work, which will contribute to security and the creation of jobs, and it made the growth of employment a priority. I therefore call on Europe ’ s labour ministers to press the G20 members, firstly, not to go back on their economic recovery packages, but to work harder and to a greater extent to create jobs; secondly, to work to provide financially secure short-time work to prevent the loss of jobs; thirdly, to promote public investment for the creation of jobs and sustainable ecological growth and, fourthly, to strengthen and extend social security measures to enable access to these measures. That will also safeguard purchasing power within the internal market as well as employment and will help to combat poverty. Cooperation with the social partners is apparently very important to Europe ’ s labour ministers in order to strengthen the social dialogue to an even greater extent than desired by the Commissioner.	
en.20100419.18.1-124.wav	Madam President, Commissioner, ladies and gentlemen, first I would like to thank Mr Leichtfried for an excellent report which contains good, sustainable proposals. What, in the end, is the issue here? It is about strengthening transparency, consumer protection, security and coordination, as well as quality control. I would, however, advise against creating a new authority to deal with these questions. I take a positive view of the subsidiarity in the report, and it should definitely be retained. It is also very important for me that there should be a clear separation between taxes and charges, and all government tasks – whether fingerprinting and photographing, police tasks, fighting terrorism or something similar – must clearly be financed through taxation and not through consumer charges. If individual states then have a vital interest in taking security measures that go beyond this, then I think that, in this area, they also have the duty to bear the costs. Whoever orders government-related security measures also pays for them. I think it is different in the case of technical or personal security, which can certainly be passed on to the passenger, as long as its purpose is clearly declared. It is worth noting, though, that in the impact assessment that the Commission has put before us, we are talking about a sum of around 0.1% of the total fare for these measures. We should therefore not start too high. I believe that we are bringing about a sustainable compromise, including with the Federal Republic of Germany, which has considerable reservations here in the area of subsidiarity. I would hope that the end result is very close to our proposal.	
en.20100421.6.3-134.wav	Madam President, Commissioner, Mr López Garrido, with the analysis of Passenger Name Record (PNR) data, as with SWIFT, an attempt is being made to reconcile the fight against global terrorism and serious crime with the fundamental rights of all to the protection of privacy and information self-determination. We must also be aware, however, that in this age of mobility, there cannot be adequate security in Europe and worldwide without effective and rapid data exchange. In the digital age, we also have to ensure special protection as regards information self-determination and privacy. I therefore also consider it essential to make a more exact distinction between data needed to fight crime and sensitive private data. For me, there is no doubt that we must firmly integrate controls, the right of appeal, access rights, claims for damages, as well as the length of the retention period, in the agreement. Using the push method, it should be checked whether there can or need to be exceptions in urgent cases. As regards the use of PNR data, we should also include serious crime. To me, that includes offences like child pornography, people trafficking, murder, rape and also drug trafficking. In my opinion, this would also contribute to protecting the personal rights of those affected. I think it is good that we are taking a decision on the agreement on PNR data, in order to develop a basic model for all future agreements of this sort and to recommend a negotiating framework to the Commission, so that it takes into account our own ideas on data protection. Perhaps in future, there will also be room to consider combating terrorism and crime together with our transatlantic partners in a joint institution. That would certainly also be a step towards confronting globalised crime on a global scale.	
